cluster_id,confidence,Id,source,organization_id,organization_name,organization_alternate_name,organization_description,organization_email,organization_phone,organization_url,organization_tax_status,organization_tax_id,organization_year_incorporated,organization_legal_status,organization_latitude,organization_longitude,organization_street,organization_city,organization_state,organization_zip,organization_county,service_id,service_type,service_subtype,service_facility_usage_subcode,program_id,service_name,service_alternate_name,service_description,service_url,service_email,service_phone,service_status,service_interpretation_services,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,taxonomy_ids,service_latitude,service_longitude,service_street,service_city,service_state,service_zip,service_county
30,0.45098836719989777,890,IRMA,470,South Dade Middle,,,,3054685900,,,,,,25.7543733,-80.2303003,291000 SW 19th St,Miami,Florida,33145,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.32096168729994035,891,IRMA,32,South Dade Senior High School,,,,3054685900,,,,,,25.5010164,-80.4598878,28401 SW 167th Avenue,Homestead,,33030,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.31872629457049895,900,IRMA,28,South Miami Senior (EHPA Bldg),,,,3054685900,,,,,,25.7204061,-80.3052682,"6856 SW 53rd St, Miami, FL 33155, USA",Miami,Florida,33155,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
3,0.953066,901,IRMA,235,South Sumter High School,,,,badphone,,,,,,28.67166,-82.115426,706 N Main St,Bushnell,,33513,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
37,0.4145485361417135,911,IRMA,910,Springstead High School,,,,3527544083,,,,,,28.481339,-82.541861,"3300 Mariner Blvd, Spring Hill, FL 34609, USA",Spring Hill,,34609,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
73,0.34902034997940068,912,IRMA,714,Springwood Elementary School,,,,8506063700,,,,,,30.492649,-84.339008,"3801 Fred George Rd, Tallahassee, FL 32303, USA",Tallahassee,,32303,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
80,0.175508,919,IRMA,589,Starke Elementary School,,,,9049666045,,,,,,29.9517901,-82.1224126,"1000 W Weldon St, Starke, FL 32091, USA",Starke,,32091,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
45,0.43645235300064089,924,IRMA,387,Strawberry Crest High School (Special Needs Only),,,,8132725900,,,,,,28.022271,-82.235953,"4691 Gallagher Rd Dover, FL  33605",Dover,,33527,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
60,0.32389130194981897,925,IRMA,439,Sugarloaf School,,,,3052896018,,,,,,24.6608555,-81.5298422,"255 Crane Blvd, Summerland Key, FL 33042, USA",Summerland Key,Florida,33042,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
45,0.44356194734573362,927,IRMA,926,Summerfield Elementary School,,,,8132725900,,,,,,27.802801,-82.2888119,"11990 Big Bend Rd, Riverview, FL 33579, USA",Riverview,,33579,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
53,0.182627,930,IRMA,213,Sunlake High School,,,,8133461000,,,,,,28.2008457,-82.508777,"3023 Sunlake Blvd, Land O Lakes, FL 34638, USA",Land O' Lakes,,34638,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
67,0.994771,932,IRMA,1229,Sunshine Baptist,,,,9416251273,,,,,,27.030962,-82.070957,"23105 Veterans Blvd, Port Charlotte, FL 33954, USA",Port Charlotte,,33954,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
67,0.994771,933,IRMA,1219,Sunshine Baptist Church,,,,9416251273,,,,,,27.030962,-82.070957,"23105 Veterans Blvd, Port Charlotte, FL 33954, USA",Port Charlotte,,33954,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
75,0.989337,935,IRMA,590,Suwannee Elementary School,,,,3863643405,,,,,,30.278305,-82.9882984,"1748 Ohio Ave S, Live Oak, FL 32064, USA",Live Oak,,32064,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
75,0.989337,936,IRMA,591,Suwannee Intermediate School (Special Needs),,,,3863643405,,,,,,30.2838126,-82.9950746,"1419 Walker Ave SW, Live Oak, FL 32064, USA",Live Oak,,32064,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
77,0.9699588418006897,940,IRMA,636,Talbot Elementary School,,,,3522646557,,,,,,29.707764,-82.38714,"5701 NW 43rd St, Gainesville, FL 32653, USA",Gainesville,,32653,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
7,0.39558996260166168,945,IRMA,1041,Tavares High School,,,,3522539999,,,,,,28.807216,-81.728246,"603 N New Hampshire Ave, Tavares, FL 32778, USA",Tavares,,32778,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
39,0.988406,946,IRMA,562,Taylor County Elementary School,,,,8508383575,,,,,,30.1198186,-83.5638606,"1600 E Green St, Perry, FL 32347, USA",Perry,,32347,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
39,0.988406,947,IRMA,564,Taylor County High School,,,,8508383575,,,,,,30.1257911,-83.5743396,"900 N Johnson Stripling Rd, Perry, FL 32347, USA",Perry,,32347,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.24148761563830901,954,IRMA,29,Terra Environmental Senior,,,,3054685900,,,,,,25.6928373,-80.3704167,11005 SW 84th Street,Miami,,33173,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
40,0.98697,964,IRMA,508,Theron Ussery Park Community Center,,,,4784778526,,,,,,32.8877738,-83.6820077,"815 N Macon Park Dr, Macon, GA, United States",Macon,Georgia,31210,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
49,0.00187601,965,IRMA,276,Thomas E. Weightman Middle School,,,,8137940200,,,,,,28.2556948,-82.3068533,"30649 Wells Rd, Wesley Chapel, FL 33545, USA",Wesley Chapel,,33545,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
50,0.97667926549911499,969,IRMA,424,Timberlin Creek Elementary School,,,,9048245550,,,,,,30.043525,-81.565834,555 Pine Tree Lane,Saint Augustine,,32092,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
45,0.45490812063217168,972,IRMA,883,Tomlin Middle School,,,,8132725900,,,,,,28.018,-82.147233,"501 N Woodrow Wilson St, Plant City, FL 33563, USA",Plant City,,33563,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
65,0.981711,974,IRMA,813,Treasure Coast Elementary School (special needs shelter),,,,badphone,,,,,,27.7471185,-80.5087853,"8955 85th St, Vero Beach, FL 32967, USA",Vero Beach,,32967,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
56,0.40048061311244965,975,IRMA,271,Treasure Coast High School,,,,7724604357,,,,,,27.244865,-80.367417,"1000 SW Darwin Blvd, Port St Lucie, FL 34953",Port St. Lucie,FL,34953,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
52,0.75762826204299927,977,IRMA,267,Trinity Elementary School,,,,7277740800,,,,,,28.1915911,-82.6385496,"2209 Duck Slough Blvd, New Port Richey, FL, United States",New Port Richey,Florida,34655,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
23,0.94801539182662964,982,IRMA,407,Twin Lakes Elementary,,,,9046302489,,,,,,30.221321,-81.515845,8000 Point Meadows Drive,Jacksonville,,32256,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
7,0.29671069979667664,983,IRMA,193,Umatilla Elementary School,,,,3522539999,,,,,,28.9279195,-81.662336,"E Lake St, Umatilla, FL 32784, USA",Umatilla,,32784,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
44,0.206411,989,IRMA,171,University High School,,,,3869680013,,,,,,28.9320509,-81.3132439,1000 W Rhode Island Ave,Orange City,,32763,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
64,0.97889277338981628,992,IRMA,512,UptheGrove Elementary School,,,,8636745410,,,,,,26.765788,-81.4402999,"280 North Main Street, LaBelle, FL, United States",LaBelle,Florida,33935,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
48,0.38057035207748413,995,IRMA,403,Valrico Elementary School,,,,8132747700,,,,,,27.9285211,-82.2426098,"609 South Miller Road, Valrico, FL 33594, United States",Valrico,Florida,33594,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
63,0.47703927755355835,996,IRMA,686,Vanguard High School,,,,3523697500,,,,,,29.217367,-82.1371489,"7 NW 28th St, Ocala, FL 34475, USA",Ocala,Florida,34475,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
30,0.37699486315250397,1011,IRMA,472,W.R. Thomas Middle,,,,3054685900,,,,,,25.7447214,-80.4056031,"13001 SW 26th St, Miami, FL, United States",Miami,Florida,33175,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
4,0.990911,1012,IRMA,681,WILLISTON HIGH SCHOOL,,,,3525283542,,,,,,29.3861724,-82.4544436,"427 W Noble Ave, Williston, FL 32696, USA",Williston,Florida,32696,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
78,0.37473332136869431,1016,IRMA,624,Waldo Community School,,,,3522646557,,,,,,29.7917566,-82.1695472,"14450 NE 148th Ave, Waldo, FL 32694, USA",Waldo,,32694,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
13,0.97143280506134033,1018,IRMA,363,Walker Elementary,,,,4076655102,,,,,,28.6478073,-81.1300832,3101 Snow Hill Rd,Chuluota,,32766,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
62,0.965448,1021,IRMA,67,Warfield Elementary School,,,,badphone,,,,,,27.0221954,-80.4619842,"15261 SW 150th St, Indiantown, FL 34956, USA",Indiantown,,34956,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
33,0.358396,1023,IRMA,282,Watergrass Elementary School,,,,8133460600,,,,,,28.265057,-82.27504,32750 Overpass Rd.,Wesley Chapel,,33545,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
8,0.279867,1027,IRMA,1050,Webster County  Community Center,,,,7063235614,,,,,,32.0657604,-84.5340174,"40 Cemetery Rd, Preston, GA 31824, USA",Preston,,31824,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
37,0.67808483044306445,1029,IRMA,912,Weeki Wachee High School,,,,3527544083,,,,,,28.601343,-82.549402,"12150 Vespa Way, Weeki Wachee, FL 34614, USA",Weeki Wachee,,34614,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
49,0.00187601,1032,IRMA,274,Wesley Chapel High School (Gen Pop and Special Needs),,,,8137948700,,,,,,28.2560374,-82.3111138,30651 Wells Rd.,Wesley Chapel,,33545,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
37,0.66927571098009753,1041,IRMA,674,West Hernando Middle School,,,,3527544083,,,,,,28.5627658,-82.4999638,"14325 Ken Austin Pkwy, Brooksville, FL 34614, USA",Brooksville,Florida,34614,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
34,0.41155464450518287,1042,IRMA,538,West Orange High School,,,,4078369140,,,,,,28.5406621,-81.5684275,"1625 Beulah Rd, Winter Garden, FL 34787, USA",Winter Garden,,34787,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
56,0.32600758969783783,1046,IRMA,244,Westgate K-8 School,,,,7724604357,,,,,,27.336895,-80.376519,"1050 NW Cashmere Blvd, Port St Lucie, FL 34986",Port St. Lucie,FL,34986,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
63,0.52809411287307739,1047,IRMA,693,Westport High School Special Needs,,,,3523697500,,,,,,29.153516,-82.249735,"3733 SW 80th Ave, Ocala, FL 34481, USA",Ocala,Florida,34481,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
79,0.177401,1049,IRMA,1178,Westside Elementary School,,,,8639831570,,,,,,26.74436,-80.9343289,"205 Arroyo Ave, Clewiston, FL 33440, USA",Clewiston,,33440,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
55,0.95347693562507629,1053,IRMA,256,Westwood High School,,,,7724604357,,,,,,27.465866,-80.374712,"1801 Angle Road, Fort Pierce, FL 34947, United States",Fort Pierce,Florida,34947,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
78,0.40935122221708298,1061,IRMA,637,Williams Elementary School,,,,3522646557,,,,,,29.6451713,-82.3089265,"1245 SE 7th Ave, Gainesville, FL 32641, USA",Gainesville,,32641,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
45,0.54563919305801389,1063,IRMA,881,Wilson Elementary School,,,,8132725900,,,,,,28.028132,-82.129309,"702 W English St, Plant City, FL 33563, USA",Plant City,,33563,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
37,0.48164082566897071,1065,IRMA,913,Winding Waters K-8,,,,3527544083,,,,,,28.6013334,-82.5508962,"12240 Vespa Way, Brooksville, FL 34614, USA",Brooksville,,34614,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
14,0.31628199418385827,1068,IRMA,359,Winter Springs High,,,,4076655102,,,,,,28.7029279,-81.2679331,130 Tuskawilla Rd,Winter Springs,,32708,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
43,0.96883723139762878,1070,IRMA,975,Wiregrass Church,,,,badphone,,,,,,30.8878377,-84.5925348,"1610 Old Quincy Rd, Bainbridge, GA 39819, USA",Bainbridge,,39819,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
73,0.35209772586822508,1075,IRMA,966,Woodville Elementary School,,,,8506063700,,,,,,30.3138241,-84.2458725,"9373 Woodville Hwy, Tallahassee, FL 32305, USA",Tallahassee,,32305,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
18,0.97280910611152649,1077,IRMA,544,Youmans Chapel Church,,,,badphone,,,,,,31.2594844,-82.2555086,"3497 Dean Still Rd, Blackshear, GA 31516, USA",Blackshear,,31516,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
57,0.9405977725982666,1080,IRMA,500,​Tradewinds Elementary,,,,badphone,,,,,,26.310872,-80.1975278,"5400 Johnson Rd, Coconut Creek, FL 33073, USA",Coconut Creek,FL,33073,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
