Source,organization_id,organization_name,organization_alternate_name,organization_description,organization_email,organization_phone,organization_url,organization_tax_status,organization_tax_id,organization_year_incorporated,organization_legal_status,organization_latitude,organization_longitude,organization_street,organization_city,organization_state,organization_zip,organization_county,service_id,service_type,service_subtype,service_facility_usage_subcode,program_id,service_name,service_alternate_name,service_description,service_url,service_email,service_phone,service_status,service_interpretation_services,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,taxonomy_ids,service_latitude,service_longitude,service_street,service_city,service_state,service_zip,service_county
IRMA,440,Key West High School ,,,,3052896018,,,,,,24.5548366,-81.7769291,"2100 Flagler Avenue, Key West, FL, United States",Key West,Florida,33040,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,484,Keystone Heights Junior/Senior High School,,,,9042847703,,,,,,29.779401,-82.0414311,"900 Orchid Ave, Keystone Heights, FL 32656, United States",Keystone Heights,Florida,32656,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1130,Kindred Hospital,,,,3217335725,,,,,,28.0928165,-80.6323617,"765 W NASA Blvd, Melbourne, FL 32901, USA",Melbourne,,32901,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1100,Kingstree Senior High School,,,,8433556823,,,,,,33.6550687,-79.8171329,"615 Martin Luther King Jr Ave, Kingstree, SC 29556, USA",Kingstree,,29556,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,42,Kingsway Elementary School,,,,badphone,,,,,,27.0113336,-82.0672079,"23300 Quasar Boulevard, Port Charlotte, FL 33980",Port Charlotte,,33980,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,52,Kinnan Elementary School,,,,9413582888,,,,,,27.4049068,-82.5229157,3415 Tallevast Rd,Sarasota,,34243,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1150,Kissimmee Middle School,,,,4078700857,,,,,,28.3167167,-81.4377681,"2410 Dyer Blvd, Kissimmee, FL 34741, USA",Kissimmee,,34741,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,880,Knights Elementary School,,,,8132725900,,,,,,28.074487,-82.155569,"4815 Keene Rd, Plant City, FL 33565, USA",Plant City,,33565,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,389,Knud Hansen Services Complex,,,,3407156906,,,,,,18.3444729,-64.9277672,1303 Hospital Ground,,,802,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1196,Kolomoki Mounds State Park,,,,badphone,,,,,,31.4684215,-84.9383507,"Indian Mounds Rd, Blakely, GA 39823, USA",Blakely,,39823,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1076,Komoloki Mounds State Park,,,,2297242150,,,,,,31.4684215,-84.9383507,"Indian Mounds Rd, Blakely, GA 39823, USA",Blakely,,39823,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,691,LAKE WEIR HIGH SCHOOL,,,,3527328181,,,,,,29.078562,-81.977758,"10351 SE Maricamp Rd, Ocala, FL 34472, USA",Ocala,Florida,34472,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,663,LECANTO HIGH SCHOOL,,,,3522492776,,,,,,28.8239423,-82.496872,"3810 W Educational Path, Lecanto, FL 34461, USA",Lecanto,Florida,34461,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,667,LEWIS E WADSWORTH ELEMENTARY SCHOOL,,,,3864466720,,,,,,29.5319197,-81.2238556,"4550 Belle Terre Pkwy, Palm Coast, FL 32164, USA",Palm Coast,Florida,32164,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,520,LaBelle High School ,,,,8636745410,,,,,,26.7493038,-81.3994122,"4050 E Cowboy Way, LaBelle, FL, United States",LaBelle,Florida,33935,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,573,LaBelle Middle School ,,,,badphone,,,,,,26.7468758,-81.452181,"800 E Cowboy Way, LaBelle, FL, United States",LaBelle,Florida,33935,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,906,Lacoochee Community Center,,,,3525830643,,,,,,28.4564321,-82.1747326,"38724 Mudcat Grant Boulevard, Dade City, FL 33523, USA",Dade City,,33523,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,205,Lacoochee Elementary School ,,,,3525245600,,,,,,28.4583215,-82.1741382,38815 Cummer Rd.,Dade City,,33523,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,764,Lafayette Elk’s Lodge,,,,7066383591,,,,,,34.6587146,-85.2761496,"3158 US-27, LaFayette, GA 30728, USA",LaFayette,,30728,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,676,Lafayette High School,,,,badphone,,,,,,30.0541726,-83.1681632,"160 NE Hornet Ln, Mayo, FL 32066, USA",Mayo,Florida,32066,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,485,Lake Asbury Junior High,,,,9042847703,,,,,,30.0442145,-81.8053656,"2851 Sandridge Rd, Green Cove Springs, FL, United States",Green Cove Springs,Florida,32043,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1193,Lake Blackshear / Georgia Veterans State Park,,,,badphone,,,,,,31.9651638,-83.9152211,"2459 US-280, Cordele, GA 31015, USA",Cordele,,31015,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,167,Lake Brantley High,,,,4076655102,,,,,,28.6818826,-81.424772,991 Sand Lake Rd,Altamonte Springs,,32714,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1078,Lake City Assembly of God,,,,2055208298,,,,,,34.31604,-86.317159,"5025 Spring Creek Dr, Guntersville, AL 35976, USA",Guntersville,,35976,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1120,Lake Guntersville State Park,,,,2565715440,,,,,,34.3838009,-86.2160127,"1157 Lodge Dr, Guntersville, AL 35976, USA",Guntersville,,35976,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1121,Lake Lurleen State Park,,,,badphone,,,,,,33.3016993,-87.670348,"13226 Lake Lurleen Rd, Coker, AL 35452, USA",Coker,,35452,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,874,Lake Magdalene School,,,,badphone,,,,,,-82.477891,28.056899,2002 Pine Lake Drive,Tampa,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,558,Lake Marion Creek Middle,,,,8634012234,,,,,,28.0658456,-81.5110935,"3055 Lake Marion Creek Dr, Kissimmee, FL 34759, USA",Kissimmee,,34759,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1031,Lake Marion High School,,,,8038549213,,,,,,33.4479201,-80.5149547,"3656 Tee Vee Rd, Santee, SC 29142, USA",Santee,,29142,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,169,Lake Mary High,,,,4076655102,,,,,,28.7368518,-81.3387954,655 Longwood Lake Mary Rd,Lake Mary,,32746,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1037,Lake Panasoffkee Recreation Center,,,,3526894400,,,,,,28.7750749,-82.1300321,"1589 Co Rd 459, Lake Panasoffkee, FL 33538, USA",Lake Panasoffkee,,33538,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,82,Lake Placid High School,,,,8636995010,,,,,,27.2937198,-81.3747316,202 Green Dragon Dr,Lake Placid,,33852,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
