Source,organization_id,organization_name,organization_alternate_name,organization_description,organization_email,organization_phone,organization_url,organization_tax_status,organization_tax_id,organization_year_incorporated,organization_legal_status,organization_latitude,organization_longitude,organization_street,organization_city,organization_state,organization_zip,organization_county,service_id,service_type,service_subtype,service_facility_usage_subcode,program_id,service_name,service_alternate_name,service_description,service_url,service_email,service_phone,service_status,service_interpretation_services,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,taxonomy_ids,service_latitude,service_longitude,service_street,service_city,service_state,service_zip,service_county
IRMA,237,Lakewood Park Elementary School,,,,7724604357,,,,,,27.522878,-80.403709,"7800 Indrio Road, Fort Pierce, FL, United States",Fort Pierce,Florida,34951,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1167,Lakewood Ranch High School,,,,badphone,,,,,,27.4414087,-82.4350106,"Lakewood Ranch High School Rd, Bradenton, FL 34211, USA",Bradenton,,34211,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1104,Lanier County Elementary ,,,,badphone,,,,,,31.0410128,-83.0752868,"92 S Valdosta Rd, Lakeland, GA 31635, USA",Lakeland,,31635,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,769,Large Animal Shelter,,,,badphone,,,,,,30.6362791,-86.9696488,"8690 Bobby Brown Rd, Milton, FL 32583, USA",Milton,,32583,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,346,Largo High School,,,,7275883758,,,,,,27.9199545,-82.7877002,410 Missouri Ave. N.,Largo,,33770,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,330,Laurel Oak Elementary School,,,,2393777400,,,,,,26.2701195,-81.7121621,"7800 Immokalee Rd, Naples, FL 34119",Naples,,34119,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,743,Lawtey Community School,,,,9047823639,,,,,,30.0463272,-82.072123,"22703 Park St, Lawtey, FL 32058, USA",Lawtey,,32058,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,473,Lawton Chiles High School,,,,8506063700,,,,,,30.572231,-84.210957,7200 Lawton Chiles Ln,Tallahassee,Florida (FL),32312,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,172,Lawton Chiles Middle School,,,,4076655102,,,,,,28.653045,-81.1571357,1240 Sanctuary Dr,Oviedo,,32766,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,176,Layer Elementary,,,,4076655102,,,,,,28.7065913,-81.2959808,4201 FL-419,Winter Springs,,32708,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,336,Lealman Innovation Academy,,,,7275285802,,,,,,27.8167035,-82.67461,4900 28th St. N.,Saint Petersburg,,33714,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,824,Lebanon Baptist Church,,,,8286974768,,,,,,31.923341,-83.2895411,"Lebanon Rd, Abbeville, GA 31001, USA",Abbeville,,31001,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,582,Lecanto Middle School,,,,3527462050,,,,,,28.8191453,-82.4963421,"3800 W Educational Path, Lecanto, FL, United States",Lecanto,Florida,34461,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,578,Lecanto Primary School,,,,3527462220,,,,,,28.8191116,-82.4959824,"3790 W Educational Path, Lecanto, FL, United States",Lecanto,Florida,34461,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,164,Leesburg Elementary School,,,,badphone,,,,,,28.8017389,-81.8993505,"2229 South St, Leesburg, FL 34748, USA",Leesburg,,34748,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,819,Leesburg High School,,,,3522539999,,,,,,28.806964,-81.892405,"1401 Yellow Jacket Way, Leesburg, FL 34748, USA",Leesburg,,34748,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1158,Legacy Middle School,,,,4076585330,,,,,,28.5452965,-81.2181469,"11398 Lake Underhill Rd, Orlando, FL 32825, USA",Orlando,,32825,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,412,Legends Center,,,,9046302489,,,,,,30.396734,-81.724986, 5130 Soutel Drive,Jacksonville,,32208,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,293,Lely High School,,,,2393772000,,,,,,26.087076,-81.717601,"1 Lely High School Blvd, Naples, FL 34113, United States",Naples,Florida,34113,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,866,Lennard High School,,,,badphone,,,,,,-82.404165,27.723023,2342 Shell Point Road East,Ruskin,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,967,Leon High School,,,,8506063700,,,,,,30.446011,-84.2739,"550 E Tennessee St, Tallahassee, FL 32308, USA",Tallahassee,,32308,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,525,Leroy Rogers recreation Center,,,,2295566189,,,,,,31.456967,-83.5157496,"315 West 2nd Street, Tifton, GA, United States",Tifton,Georgia,31794,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,814,Levy County Animal Service (Pets only),,,,3524865138,,,,,,29.4348865,-82.5721263,"12055 NE 69th Ln, Bronson, FL 32621, USA",Bronson,,32621,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,922,Liberty Christian Fellowship,,,,9127725522,,,,,,32.334135,-81.3905983,"302 Church St, Guyton, GA 31312, USA",Guyton,,31312,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,46,Liberty Elementary School,,,,badphone,,,,,,27.022012,-82.112176,"370 Atwater Street, Port Charlotte, FL 33954",Port Charlotte,,33954,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,136,Liberty High School,,,,4079333910,,,,,,28.162445,-81.443463,"4250 Pleasant Hill Rd, Kissimmee, FL 34746, USA",Kissimmee,,34746,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,812,Liberty Magnet School,,,,badphone,,,,,,27.7425284,-80.4664387,"6850 81st St, Vero Beach, FL 32967, USA",Vero Beach,,32967,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1087,Liberty Park Gymnasium,,,,badphone,,,,,,33.4372183,-82.206892,"1040 Newmantown Rd, Grovetown, GA 30813, USA",Grovetown,,30813,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,498,Liberty Square Church,,,,7703829489,,,,,,34.2144356,-84.7876734,"2001 Liberty Square Drive Northeast, Cartersville, GA, United States",Cartersville,Georgia,30121,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1040,Life's Hope Church,,,,9123291200,,,,,,32.7521714,-81.6480083,"303 Mims Rd, Sylvania, GA 30467, USA",Sylvania,,30467,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,640,Lincoln High School,,,,8504872110,,,,,,30.4359527,-84.2118603,"3838 Trojan Trail, Tallahassee, FL 32311, USA",Tallahassee,,32311,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,461,Linda Lentin K-8 Center,,,,3054685900,,,,,,25.9070538,-80.1944247,"14312 NE 2nd Ct, Miami, FL, United States",Miami,Florida,33161,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1201,Little Ocmulgee State Park & Lodge,,,,badphone,,,,,,32.091937,-82.8918219,"Spanish Moss Dr, Helena, GA 31037, USA",Helena,,31037,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,787,Livestock Shelter - 5 County Complex,,,,3348945596,,,,,,31.3781338,-85.9170568,"1055 E Mckinnon St, New Brockton, AL 36351, USA",New Brockton,,36351,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,778,Livestock Shelter - Alabama A&M Agribition Center,,,,2568595896,,,,,,34.7823795,-86.5386329,"4925 Moores Mill Rd, Huntsville, AL 35811, USA",Huntsville,,35811,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,789,Livestock Shelter - Pike County Cattlemen Park,,,,badphone,,,,,,31.8357813,-85.9912263,"US-231, Troy, AL, USA",Troy,,36081,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,513,Livestock Shelter :  The Georgia International Horse Park  ,,,,7708604190,,,,,,33.6902925,-83.9562668,"1996 Centennial Olympic Parkway Northeast, Conyers, GA, United States",Conyers,Georgia,30013,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,510,Livestock Shelter : Mountain Cove Farms ,,,,7065392683,,,,,,34.6337949,-85.4485127,"994 Dougherty Gap Road, Chickamauga, GA 30707, United States",Chickamauga,Georgia,30707,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,514,Livestock Shelter: Oconee Heritage Park,,,,badphone,,,,,,33.6284624,-83.4531959,"2380 Athens Hwy, Madison, GA, United States",Madison,Georgia,30650,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,759,Locust Grove Baptist Church,,,,7709579715,,,,,,33.3329383,-84.106447,"2950 Tanger Blvd, Locust Grove, GA 30248, USA",Locust Grove,,30248,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,239,Longleaf Elementary School ,,,,7277740800,,,,,,28.2074913,-82.6468071,3253 Town Ave. ,New Port Richey,,34655,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,174,Lost Lake Elementary School,,,,badphone,,,,,,28.5246573,-81.7219171,"1901 Johns Lake Rd, Clermont, FL 34711, USA",Clermont,,34711,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,850,Loughman Oaks Elementary School,,,,badphone,,,,,,28.218958,-81.568249,"4600 US-17, Davenport, FL 33837, USA",Davenport,,33837,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,296,Lyman High,,,,4076655102,,,,,,28.6878696,-81.3470722,865 S Ronald Reagan Blvd,Longwood,,32750,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,345,Lyons Creek Middle School,,,,badphone,,,,,,26.310858,-80.18162,4333 Sol Press Blvd,Coconut Creek,,33073,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,490,Macclenny Elementary School,,,,9042596111,,,,,,30.2979787,-82.1295453,"1 Wild Kitten Drive, Macclenny, FL, United States",Macclenny,Florida,32063,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,754,Macdeonia Baptist Church (space for campsites),,,,badphone,,,,,,31.9726341,-84.533925,"5716 Macedonia Church Rd, Preston, GA 31824, USA",Preston,,31824,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1062,Macedonia Missionary Baptist Church,,,,2295242818,,,,,,31.0422385,-84.8754723,"221 N Dowling Ave, Donalsonville, GA 39845, USA",Donalsonville,,39845,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,509,Macon State Farmers Market (animals only),,,,4787521097,,,,,,32.8165191,-83.6838588,"2055 Eisenhower Pkwy, Macon, GA, United States",Macon,Georgia,31206,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,595,Madison County Central School,,,,badphone,,,,,,30.478162,-83.4454903,"2093 US-90, Madison, FL 32340, USA",Madison,,32340,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,685,Madison Street Academy,,,,badphone,,,,,,29.1907692,-82.1513308,"401 NW Martin Luther King Jr Ave, Ocala, FL 34475, USA",Ocala,Florida,34475,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,592,Madison Street Baptist Church,,,,9049647557,,,,,,29.943451,-82.1200829,"900 W Madison St, Starke, FL 32091, USA",Starke,,32091,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,553,Magnolia Pet Resort,,,,2298881340,,,,,,31.6303068,-84.2341703,"628 Fussell Rd, Leesburg, GA 31763, USA",Leesburg,,31763,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1092,Magnolia Springs State Park,,,,4789821660,,,,,,32.8833567,-81.954472,"1053 Magnolia Springs Rd, Millen, GA 30442, USA",Millen,,30442,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,120,Mainland High School,,,,3862584665,,,,,,29.1981082,-81.0525797,1255 W International Speedway Blvd,Daytona Beach,,32114,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,118,Manatee Elementary School,,,,3214330050,,,,,,28.263583,-80.743734,"3425 Viera Blvd, Melbourne, FL 32940",Melbourne,,32940,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,55,Manatee High School,,,,9417147300,,,,,,27.490857,-82.5968781,902 33rd St Ct W,Bradenton,,34205,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,409,Mandarin Middle School,,,,9046302489,,,,,,30.187077,-81.588155,5100 Hood Road,Jacksonville,,32257,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1162,Manning High School,,,,8034354417,,,,,,33.6961583,-80.2296951,"2155 Paxville Hwy, Manning, SC 29102, USA",Manning,,29102,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,758,Manor Community Center,,,,9122836059,,,,,,31.1052809,-82.5747517,"4650 Manor Millwood Rd S, Manor, GA 31550, USA",Manor,,31550,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,212,Maple Grove Baptist Church,,,,8639462850,,,,,,26.992667,-81.08875,"12777 FL-78, Moore Haven, FL 33471",Moore Haven,,33471,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,438,Marathon High School ,,,,3052896018,,,,,,24.7036715,-81.0778188,"350 Sombrero Beach Rd, Marathon, FL 33050, USA",Marathon,Florida,33050,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,771,Marianna High School (Gen Pop and Special Needs),,,,8507180019,,,,,,30.8123337,-85.2009058,"3546 Caverns Rd, Marianna, FL 32446, USA",Marianna,,32446,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,821,Marie K Young-Wedgewood Community Center & Park,,,,8504716137,,,,,,30.4928037,-87.2714418,"6405 Wagner Rd, Pensacola, FL 32505, USA",Pensacola,,32505,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,374,Markham Woods Middle School,,,,4076655102,,,,,,28.7850628,-81.3851067,6003 Markham Woods Rd,Lake Mary,,32746,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,888,Marshall Middle School,,,,8132725900,,,,,,28.0165364,-82.1076793,"18 S Maryland Ave, Plant City, FL 33563, USA",Plant City,,33563,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1109,Martin Luther King Multipurpose Center,,,,3523345053,,,,,,29.6612388,-82.3079436,"1028 Northeast 14th Street, Gainesville, FL 32601, USA",Gainesville,,32601,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,140,Mascotte Elementary School,,,,badphone,,,,,,28.5723712,-81.8857123,"460 Midway Ave, Mascotte, FL 34753, USA",Mascotte,,34753,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1181,Matanzas High School,,,,3864471575,,,,,,29.6012195,-81.2340317,"3535 N Old Kings Rd, Palm Coast, FL 32137, USA",Palm Coast,,32137,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,932,Mathis Auditorium,,,,badphone,,,,,,30.8610701,-83.2836167,"2300 N Ashley St, Valdosta, GA 31602, USA",Valdosta,,31602,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1207,Mathis City Auditorium 02,,,,2293331816,,,,,,30.8610701,-83.2836167,"2300 N Ashley St, Valdosta, GA 31602, USA",Valdosta,,31602,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1133,Max Rodes Community Center,,,,3219523215,,,,,,28.061386,-80.6836352,"3410 Flanagan Ave, West Melbourne, FL 32904, USA",West Melbourne,,32904,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,796,Maynard Baptist Church,,,,badphone,,,,,,33.0433011,-83.9075821,"1195 Juliette Rd, Forsyth, GA 31029, USA",Forsyth,,31029,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,435,McKeel Academy (Special Needs-Only Shelter),,,,8634012234,,,,,,28.0503451,-81.9838555,"1810 W. Parker St, Lakeland FL 33815",Lakeland,Florida,33815,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,873,McKitrick Elementary School,,,,badphone,,,,,,-82.530815,28.156593,5503 West Lutz Lake Fern Road,Lutz,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,356,McMullen Booth Elementary School,,,,7276691800,,,,,,27.9956331,-82.7143089,3025 Union St. ,Clearwater,,33759,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1141,McNichol Middle School,,,,7543233400,,,,,,25.9969263,-80.1617075,"1602 S 27th Ave, Hollywood, FL 33020, USA",Hollywood,,33020,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,979,McRae Boys & Girls Club,,,,2298682800,,,,,,32.0689809,-82.8928639,"E Grant St, McRae, GA 31055, USA",McRae,,31055,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1018,Meadow Woods Middle School,,,,badphone,,,,,,28.371232,-81.344433,"1800 Rhode Island Woods Cir, Orlando, FL 32824, USA",Orlando,,32824,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,622,Meadowbrook Elementary School,,,,3522646557,,,,,,29.6877813,-82.4623832,"11525 NW 39th Ave, Gainesville, FL 32606, USA",Gainesville,,32606,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,121,Meadowlane Intermediate School,,,,3217225539,,,,,,28.062076,-80.667345,"2700 Wingate Blvd, West Melbourne, FL 32904",West Melbourne,,32904,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1126,Meaher State Park,,,,2516265529,,,,,,30.671941,-87.949609,"5200 Battleship Pkwy, Spanish Fort, AL 36527, USA",Spanish Fort,,36527,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,740,Melbourne High School,,,,3219525880,,,,,,28.09072,-80.619652,"74 Bulldog Blvd, Melbourne, FL 32901, USA",Melbourne,,32901,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,536,Memorial Middle School,,,,4078369140,,,,,,28.5113877,-81.4062621,"2220 29th St, Orlando, FL 32805, USA",Orlando,,32805,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,627,Memorial Park Gymnasium (Park),,,,4788326300,,,,,,32.8143651,-83.648923,"764 Long St, Macon, GA 31206, USA",Macon,,31206,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,377,Miami Carol City Senior,,,,3054685900,,,,,,25.9423749,-80.257126,3301 Miami Gardens Dr,Miami Gardens,Florida,33056,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,13,Miami Central Senior,,,,3054685900,,,,,,25.8634081,-80.2283014,"1781 Northwest 95th Street, Miami, FL, United States",Miami Gardens,Florida,33056,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,462,Miami Edison Senior High,,,,3054685900,,,,,,25.8316957,-80.2047388,"6161 NW 5th Ct, Miami, FL, United States",Miami,Florida,33127,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,123,Miami Expo Center / Darwin Fuchs (Sunshine) Pavilion,,,,badphone,,,,,,25.7473526,-80.3726088,"10901 Coral Way, Miami, FL 33165, USA",Miami,FL,33165,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,463,Miami Killian Senior High,,,,3054685900,,,,,,25.670241,-80.3496469,10655 SW 97th Ave,Miami,Florida,33176,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,464,Miami Lakes Educational Center,,,,3054685900,,,,,,25.9151978,-80.2949135,5780 NW 158th St,Miami Lakes,Florida,33014,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,465,Miami Norland Senior High ,,,,3054685900,,,,,,25.9527375,-80.2191212,"1050 NW 195th St, Miami Gardens, FL, United States",Miami Gardens,Florida,33169,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,466,Miami Northwestern Senior High,,,,3054685900,,,,,,25.8384837,-80.2139567,"1100 Northwest 71st Street, Miami, FL, United States",Miami,Florida,33150,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,329,Middleton High School,,,,badphone,,,,,,27.9905572,-82.431976,"4801 N 22nd St, Tampa, FL 33610, United States",Tampa,Florida,33610,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,713,Middleton-Burney Elementary School,,,,3866981238,,,,,,29.439546,-81.523962,"1020 Huntington Rd, Crescent City, FL 32112, USA",Crescent City,,32112,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,286,Midway Elementary,,,,4076655102,,,,,,28.7885923,-81.2428488,2368 Brisson Ave,Sanford,,32771,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,419,Mill Creek Elementary,,,,9048245550,,,,,,29.9657292,-81.4906499,3750 International Golf Pkwy,Saint Augustine,,32092,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,367,Millennium Middle School,,,,4076655102,,,,,,28.7755204,-81.2864826,21 Lakeview Dr,Sanford,,32773,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,137,Mims Elementary School,,,,3212643020,,,,,,28.667962,-80.846919," 2582 US-1, Mims, FL 32754",Mims,,32754,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,266,Mirror Lakes Elementary School,,,,2393692200,,,,,,26.5690116,-81.6171885,"525 Charwood Avenue South Lehigh Acres, FL 33936",Lehigh Acres,,33974,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1191,Mistletoe Group Shelter,,,,badphone,,,,,,33.6357458,-82.3963993,"3725 Mistletoe Rd, Appling, GA 30802, USA",Appling,,30802,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,785,Mitchell County High School,,,,badphone,,,,,,31.2423992,-84.238836,"1000 Newton Rd, Camilla, GA 31730, USA",Camilla,,31730,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1095,Moccasin Creek State Park,,,,7069473194,,,,,,34.6600298,-83.5356757,"3655 GA-197, Clarkesville, GA 30523, USA",Clarkesville,,30523,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,341,Monarch High School,,,,badphone,,,,,,26.2850312,-80.1930329,5050 Wiles Rd,Coconut Creek,,33073,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1118,Monte Sano State Park,,,,2565343757,,,,,,34.7420539,-86.5149052,"5105 Nolen Ave SE, Huntsville, AL 35801, USA",Huntsville,,35801,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,228,Moore Haven Elementary School ,,,,badphone,,,,,,26.831643,-81.099415,"401 Terrier Pride Dr SW, Moore Haven, FL 33471",Moore Haven,,33471,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,208,Moore Haven Junior/Senior High School,,,,8639460811,,,,,,26.83167,-81.099701," 700 Terrier Pride Rd, Moore Haven, FL 33471",Moore Haven,,33471,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1254,Morning Dove Baptist Church,,,,2515803674,,,,,,31.0209684,-87.6230307,"54620 Lottie Rd, Perdido, AL 36562, USA",Perdido,,36562,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,269,Morningside Elementary School,,,,7724604357,,,,,,27.273416,-80.294472,"2300 SE Gowin Dr, Port St Lucie, FL 34952",Port St. Lucie,,34952,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,908,Moton Elementary,,,,3527544083,,,,,,28.5333379,-82.3773634,"7175 Emerson Rd, Brooksville, FL 34601, USA",Brooksville,,34601,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1038,Mount Dora High School,,,,3523832177,,,,,,28.8021341,-81.6364674,"700 N Highland St, Mt Dora, FL 32757, USA",Mount Dora,,32757,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,970,Mount Sinai Church,,,,2292360135,,,,,,30.6904743,-84.0129471,"Thomasville, GA 31792, USA",Thomasville,,31792,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,948,Mt Zion Abbeville ,,,,2294573556,,,,,,31.8826077,-83.2393559,"Mt Zion Church Rd, Abbeville, GA 31001, USA",Abbeville,,31001,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1034,Mt. Pleasant Church,,,,9128504295,,,,,,31.4646628,-82.4011422,"Radio Station Rd, Alma, GA 31510, USA",Alma,,31510,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,557,Mulberry Middle School,,,,8637011066,,,,,,27.891184,-81.9649278,"500 SE Dr M.L.K. Jr Ave, Mulberry, FL 33860, USA",Mulberry,,33860,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,887,Mulrennan Middle School,,,,8132725900,,,,,,27.906634,-82.229507,"4215 Durant Rd, Valrico, FL 33596, USA",Valrico,,33596,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,231,Muse Community Center,,,,badphone,,,,,,26.827511,-81.514756," Loblolly Bay Rd SW, LaBelle, FL 33935",LaBelle,,33935,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,502,Must Ministries Family Shelters,,,,7704267667,,,,,,33.9773853,-84.5515768,"55 Elizabeth Church Road, Marietta, GA, United States",Marietta,Georgia,30060,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,64,Myakka Elementary School,,,,9417085515,,,,,,27.3513031,-82.161526,37205 Manatee Ave,Myakka City,,34251,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,247,N. Fort Myers Academy of the Arts,,,,2399972131,,,,,,26.7082863,-81.8840271," 1856 Arts Way, North Fort Myers, FL 33917",North Fort Myers,,33917,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1052,NEW COVENANT CHURCH 02,,,,7063235614,,,,,,30.875091,-83.954487,"48 Patterson Still Spur, Thomasville, GA 31757, USA",Thomasville,,31757,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,324,Naples High School,,,,2393772200,,,,,,26.1729408,-81.7968826,"1100 Golden Eagle Cir, Naples, FL 34102",Naples,,34102,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,142,Narcoossee Middle School,,,,4078700857,,,,,,28.327641,-81.235803,"2700 N Narcoossee Rd, St Cloud, FL 34771, USA",Saint Cloud,,34771,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,804,Nature Coast Technical High School,,,,3527544083,,,,,,28.4881535,-82.4635458,"4057 California St, Spring Hill, FL 34604, USA",Spring Hill,,34604,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,868,Nelson Elementary School,,,,8132725900,,,,,,27.9071492,-82.2042581,"5413 Durant Rd, Dover, FL 33527, USA",Dover,,33527,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,791,New Beginning Pentecostal Church,,,,badphone,,,,,,33.0549491,-83.8893794,"1883 Juliette Rd, Forsyth, GA 31029, USA",Forsyth,,31029,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1206,New Beginnings Pentecostal,,,,4789929206,,,,,,33.0549491,-83.8893794,"1883 Juliette Rd, Forsyth, GA 31029, USA",Forsyth,,31029,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
